OTU,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:1112:24603:7333__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_cf_nebulosa_JZG_2008|SH196223.06FU
M00598:87:000000000-J7KGW:1:1112:25410:16571__kiwi2020__AG0529-0467__ITS1F,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_bisporum|SH236471.06FU
M00598:87:000000000-J7KGW:1:1112:25887:17954__kiwi2020__AG0529-0906__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
M00598:87:000000000-J7KGW:1:1112:7067:12034__kiwi2020__AG0529-0655__ITS1F,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiales_unidentified,Exobasidiales_unidentified_1,Exobasidiales_sp|SH204840.06FU
M00598:87:000000000-J7KGW:1:1112:7888:16276__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_flavoviride|SH228956.06FU
M00598:87:000000000-J7KGW:1:1112:8210:24036__kiwi2020__AG0529-0929__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Myxocephala,Myxocephala_albida|SH235575.06FU
M00598:87:000000000-J7KGW:1:1112:8316:11208__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH191099.06FU
M00598:87:000000000-J7KGW:1:1112:8604:24499__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Phaeoisaria,Phaeoisaria_clematidis|SH224191.06FU
M00598:87:000000000-J7KGW:1:1112:8975:11282__kiwi2020__AG0529-0924__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_humilis|SH218044.06FU
M00598:87:000000000-J7KGW:1:1112:9511:25340__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Coniothyrium,Coniothyrium_sidae|SH196237.06FU
M00598:87:000000000-J7KGW:1:1112:9688:10241__kiwi2020__AG0529-0914__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH207407.06FU
M00598:87:000000000-J7KGW:1:1112:9783:17262__kiwi2020__AG0529-0401__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_cavernicola|SH218739.06FU
M00598:87:000000000-J7KGW:1:1112:9784:23351__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH226566.06FU
M00598:87:000000000-J7KGW:1:1113:10610:14860__kiwi2020__AG0529-1154__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH190933.06FU
M00598:87:000000000-J7KGW:1:1113:10953:10576__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_unidentified,Pyronemataceae_sp|SH226417.06FU
M00598:87:000000000-J7KGW:1:1113:11005:23834__kiwi2020__AG0529-0769__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Myxotrichaceae,Oidiodendron,Oidiodendron_sp|SH217758.06FU
M00598:87:000000000-J7KGW:1:1113:12274:20703__kiwi2020__AG0529-1154__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_dejecticola|SH225240.06FU
M00598:87:000000000-J7KGW:1:1113:12765:6817__kiwi2020__AG0529-0862__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229402.06FU
M00598:87:000000000-J7KGW:1:1113:12891:18510__kiwi2020__AG0529-0932__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
M00598:87:000000000-J7KGW:1:1113:13214:19370__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
M00598:87:000000000-J7KGW:1:1113:13289:19910__kiwi2020__AG0529-0859__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_unidentified,Thelephoraceae_sp|SH202711.06FU
M00598:87:000000000-J7KGW:1:1113:13301:19662__kiwi2020__AG0529-0911__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH236957.06FU
M00598:87:000000000-J7KGW:1:1113:14669:26274__kiwi2020__AG0529-0938__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Pseudeurotiaceae,Pseudeurotiaceae_unidentified,Pseudeurotiaceae_sp|SH222312.06FU
M00598:87:000000000-J7KGW:1:1113:14982:14095__kiwi2020__AG0529-0586__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_rutilum|SH240964.06FU
M00598:87:000000000-J7KGW:1:1113:15205:26157__kiwi2020__AG0529-1155__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Catenulostroma,Catenulostroma_hermanusense|SH238955.06FU
M00598:87:000000000-J7KGW:1:1113:15526:14457__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Davidiellaceae,Davidiella,Davidiella_tassiana|SH196750.06FU
M00598:87:000000000-J7KGW:1:1113:15682:7419__kiwi2020__AG0529-0877__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolales_unidentified,Sporidiobolales_unidentified_1,Sporidiobolales_sp|SH212313.06FU
M00598:87:000000000-J7KGW:1:1113:15739:4983__kiwi2020__AG0529-0970__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH230369.06FU
M00598:87:000000000-J7KGW:1:1113:15995:25558__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_sp_GHJ_3|SH234445.06FU
M00598:87:000000000-J7KGW:1:1113:16292:11133__kiwi2020__AG0529-0922__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH208864.06FU
M00598:87:000000000-J7KGW:1:1113:16720:18803__kiwi2020__AG0529-0919__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_mrakii|SH197668.06FU
M00598:87:000000000-J7KGW:1:1113:16783:21030__kiwi2020__AG0529-1169__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH235187.06FU
M00598:87:000000000-J7KGW:1:1113:17646:16761__kiwi2020__AG0529-0535__ITS1F,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Lalaria,Lalaria_inositophila|SH219275.06FU
M00598:87:000000000-J7KGW:1:1113:18313:21978__kiwi2020__AG0529-0475__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota_terrestris|SH205096.06FU
M00598:87:000000000-J7KGW:1:1113:18348:22808__kiwi2020__AG0529-0476__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
M00598:87:000000000-J7KGW:1:1113:18509:17112__kiwi2020__AG0529-0997__ITS1F,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_sp_2_ML_2011|SH227362.06FU
M00598:87:000000000-J7KGW:1:1113:19369:3202__kiwi2020__AG0529-0087__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH207016.06FU
M00598:87:000000000-J7KGW:1:1113:20010:2716__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis_omnivora|SH207548.06FU
M00598:87:000000000-J7KGW:1:1113:20106:23852__kiwi2020__AG0529-0924__ITS1F,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH217991.06FU
M00598:87:000000000-J7KGW:1:1113:21136:19779__kiwi2020__AG0529-0912__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
M00598:87:000000000-J7KGW:1:1113:21796:24306__kiwi2020__AG0529-0967__ITS1F,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostomataceae_unidentified,Ophiostomataceae_sp|SH205015.06FU
M00598:87:000000000-J7KGW:1:1113:21886:10631__kiwi2020__AG0529-0805__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Torrubiella,Torrubiella_pruinosa|SH222296.06FU
M00598:87:000000000-J7KGW:1:1113:25445:25047__kiwi2020__AG0529-0922__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp_JEL_001|SH241813.06FU
M00598:87:000000000-J7KGW:1:1113:26050:14044__kiwi2020__AG0529-0586__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Myxotrichaceae,Oidiodendron,Oidiodendron_sp_23WI09|SH217757.06FU
M00598:87:000000000-J7KGW:1:1113:26706:20429__kiwi2020__AG0529-0877__ITS1F,Fungi,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Geminibasidium_sp|SH204173.06FU
M00598:87:000000000-J7KGW:1:1113:26758:8806__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_laurentii|SH195373.06FU
M00598:87:000000000-J7KGW:1:1113:27077:20236__kiwi2020__AG0529-0198__ITS1F,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH234055.06FU
M00598:87:000000000-J7KGW:1:1113:27824:14251__kiwi2020__AG0529-0087__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_victoriae|SH198055.06FU
M00598:87:000000000-J7KGW:1:1113:4631:23265__kiwi2020__AG0529-0193__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_laibachii|SH218729.06FU
M00598:87:000000000-J7KGW:1:1113:8005:14864__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoideaceae,Schizonella,Schizonella_melanogramma|SH194162.06FU
M00598:87:000000000-J7KGW:1:1113:8509:14574__kiwi2020__AG0529-0912__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_sporotrichoides|SH195349.06FU
M00598:87:000000000-J7KGW:1:1113:9554:7442__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH236511.06FU
M00598:87:000000000-J7KGW:1:1113:9746:19362__kiwi2020__AG0529-1028__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_tallmaniae|SH213728.06FU
M00598:87:000000000-J7KGW:1:1113:9958:5733__kiwi2020__AG0529-0087__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH227424.06FU
M00598:87:000000000-J7KGW:1:1114:10245:14309__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeriaceae_unidentified,Lasiosphaeriaceae_sp|SH234954.06FU
M00598:87:000000000-J7KGW:1:1114:11734:25275__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Pleomassariaceae_unidentified,Pleomassariaceae_sp|SH194663.06FU
M00598:87:000000000-J7KGW:1:1114:12085:22576__kiwi2020__AG0529-1121__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_victoriae|SH198055.06FU
M00598:87:000000000-J7KGW:1:1114:13008:14970__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Apiosporaceae,Arthrinium,Arthrinium_kogelbergense|SH233382.06FU
M00598:87:000000000-J7KGW:1:1114:14548:8438__kiwi2020__AG0529-1038__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis_luteoalba|SH219253.06FU
M00598:87:000000000-J7KGW:1:1114:15263:4768__kiwi2020__AG0529-1154__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_fuscescens|SH215218.06FU
M00598:87:000000000-J7KGW:1:1114:15735:6910__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces_quisqualis|SH222883.06FU
M00598:87:000000000-J7KGW:1:1114:16245:17793__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH212492.06FU
M00598:87:000000000-J7KGW:1:1114:16321:26243__kiwi2020__AG0529-0924__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_sp_TY_154|SH229401.06FU
M00598:87:000000000-J7KGW:1:1114:17310:16268__kiwi2020__AG0529-0955__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH227414.06FU
M00598:87:000000000-J7KGW:1:1114:17376:25531__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_ampelina|SH217070.06FU
M00598:87:000000000-J7KGW:1:1114:17657:18825__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,Caloplaca_sp_s135|SH209917.06FU
M00598:87:000000000-J7KGW:1:1114:17854:18251__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_pubescens|SH222751.06FU
M00598:87:000000000-J7KGW:1:1114:18196:5766__kiwi2020__AG0529-0087__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Chaetothyriaceae_unidentified,Chaetothyriaceae_sp|SH210957.06FU
M00598:87:000000000-J7KGW:1:1114:18346:26278__kiwi2020__AG0529-1011__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH202146.06FU
M00598:87:000000000-J7KGW:1:1114:18457:22346__kiwi2020__AG0529-0087__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Udeniomyces,Udeniomyces_pseudopyricola|SH207894.06FU
M00598:87:000000000-J7KGW:1:1114:19219:27967__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH209335.06FU
M00598:87:000000000-J7KGW:1:1114:19474:18160__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_oeirensis|SH216504.06FU
M00598:87:000000000-J7KGW:1:1114:19580:26314__kiwi2020__AG0529-0891__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH216113.06FU
M00598:87:000000000-J7KGW:1:1114:20180:16196__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizales_unidentified,Pezizales_unidentified_1,Pezizales_sp|SH209249.06FU
M00598:87:000000000-J7KGW:1:1114:20208:20776__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleosporaceae_unidentified,Pleosporaceae_sp|SH211758.06FU
M00598:87:000000000-J7KGW:1:1114:21298:20232__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH196530.06FU
M00598:87:000000000-J7KGW:1:1114:22233:20291__kiwi2020__AG0529-0475__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH227812.06FU
M00598:87:000000000-J7KGW:1:1114:22829:15694__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Eupenicillium,Eupenicillium_sp_KB9|SH201075.06FU
M00598:87:000000000-J7KGW:1:1114:23755:18958__kiwi2020__AG0529-0763__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Hannaella,Hannaella_sp|SH237054.06FU
M00598:87:000000000-J7KGW:1:1114:25364:15007__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
M00598:87:000000000-J7KGW:1:1114:25399:20017__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_polonicum|SH231333.06FU
M00598:87:000000000-J7KGW:1:1114:25676:21829__kiwi2020__AG0529-0397__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_aurantialba|SH197887.06FU
M00598:87:000000000-J7KGW:1:1114:27078:16551__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Helicosporium,Helicosporium_sp|SH232278.06FU
M00598:87:000000000-J7KGW:1:1114:5519:12407__kiwi2020__AG0529-0888__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_miyagiana|SH241220.06FU
M00598:87:000000000-J7KGW:1:1114:6463:9779__kiwi2020__AG0529-0087__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sphaerulina,Sphaerulina_pseudovirgaureae|SH212655.06FU
M00598:87:000000000-J7KGW:1:1114:6567:11501__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Geosmithia,Geosmithia_sp_CCF3658|SH225168.06FU
M00598:87:000000000-J7KGW:1:1114:6688:8314__kiwi2020__AG0529-0190__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Davidiellaceae,Davidiella,Davidiella_tassiana|SH196750.06FU
M00598:87:000000000-J7KGW:1:1114:7795:10998__kiwi2020__AG0529-0787__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Auriculibuller,Auriculibuller_fuscus|SH229453.06FU
M00598:87:000000000-J7KGW:1:1114:8040:18665__kiwi2020__AG0529-0087__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229402.06FU
M00598:87:000000000-J7KGW:1:1114:8620:16312__kiwi2020__AG0529-0924__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH228270.06FU
M00598:87:000000000-J7KGW:1:1114:8623:13103__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_pinghaense|SH201724.06FU
M00598:87:000000000-J7KGW:1:2101:11186:19780__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH208867.06FU
M00598:87:000000000-J7KGW:1:2101:11243:15148__kiwi2020__AG0529-0396__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH214498.06FU
M00598:87:000000000-J7KGW:1:2101:11490:8649__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Massariaceae,Massaria,Massaria_aucupariae|SH240306.06FU
M00598:87:000000000-J7KGW:1:2101:12373:20036__kiwi2020__AG0529-0912__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
M00598:87:000000000-J7KGW:1:2101:12794:17639__kiwi2020__AG0529-0134__ITS1F,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH228101.06FU
M00598:87:000000000-J7KGW:1:2101:13124:11108__kiwi2020__AG0529-1034__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,Piloderma_sp|SH241599.06FU
M00598:87:000000000-J7KGW:1:2101:13144:12039__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_brasiliensis|SH202145.06FU
M00598:87:000000000-J7KGW:1:2101:13350:17642__kiwi2020__AG0529-0091__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia_abieticola|SH220914.06FU
M00598:87:000000000-J7KGW:1:2101:13575:9805__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_longipilis|SH239089.06FU
M00598:87:000000000-J7KGW:1:2101:14821:14956__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_NYNU_1337|SH229454.06FU
M00598:87:000000000-J7KGW:1:2101:15219:10282__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Amphisphaeriaceae_unidentified,Amphisphaeriaceae_sp|SH211286.06FU
M00598:87:000000000-J7KGW:1:2101:16004:23067__kiwi2020__AG0529-0882__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_gracile|SH218728.06FU
M00598:87:000000000-J7KGW:1:2101:16389:23504__kiwi2020__AG0529-0875__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp|SH212077.06FU
M00598:87:000000000-J7KGW:1:2101:18021:10964__kiwi2020__AG0529-0109__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_CBS_8358|SH219363.06FU
M00598:87:000000000-J7KGW:1:2101:18468:10502__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
M00598:87:000000000-J7KGW:1:2101:19121:17880__kiwi2020__AG0529-0835__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Podosordaria,Podosordaria_tulasnei|SH193348.06FU
M00598:87:000000000-J7KGW:1:2101:19574:16783__kiwi2020__AG0529-0924__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209361.06FU
M00598:87:000000000-J7KGW:1:2101:20038:16131__kiwi2020__AG0529-1128__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_victoriae|SH198055.06FU
M00598:87:000000000-J7KGW:1:2101:20065:9485__kiwi2020__AG0529-0892__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH195372.06FU
M00598:87:000000000-J7KGW:1:2101:20410:24777__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Paecilomyces,Paecilomyces_marquandii|SH235961.06FU
M00598:87:000000000-J7KGW:1:2101:20414:21086__kiwi2020__AG0529-0930__ITS1F,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostomataceae_unidentified,Ophiostomataceae_sp|SH205019.06FU
M00598:87:000000000-J7KGW:1:2101:20683:22597__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_sp|SH235787.06FU
